application_id,applicant_name,email,phone_number,university,degree,cgpa,submission_time,ip_address,resume_quality_score,application_source,previous_applications,submission_hour,submission_day,is_weekend,submissions_per_ip,is_repeated_applicant,anomaly_iforest,kmeans_cluster,anomaly_kmeans,final_anomaly,alert,pca1,pca2,email_dup,phone_dup,resume_cgpa_ratio,ip_submission_count
4789,Susan Hansen,lcastro@example.net,(292)707-7268,Harvard,BS AI,2.22,2025-04-28 04:32:19,164.38.227.153,90,Mobile,5,4,0,0,1,1,0,0,False,0,✅ Normal,-1.48877492008931,0.219701823748385,0,0,40.540522279044,1
4790,Danny Baker,stephen56@example.org,001-516-239-9688x5986,NUST,BSc CS,3.06,2025-05-18 10:03:29,138.28.185.134,91,Desktop,2,10,6,1,1,0,0,2,False,0,✅ Normal,2.07466504181175,-1.09635567000177,0,0,29.7385523730221,1
4791,Heather Thomas,frazierbeverly@example.net,+1-250-737-6432x9699,NUST,BE SE,3.79,2025-04-27 19:33:42,95.62.237.98,52,Mobile,5,19,6,1,1,1,0,2,False,0,✅ Normal,2.23152301314433,1.13185064467448,0,0,13.7203130025559,1
4792,Ronald Noble,hatfielddwayne@example.com,(778)561-0548x65771,Stanford,BSc CS,3.3,2025-04-24 02:34:34,195.197.36.47,51,Mobile,3,2,3,0,1,1,0,1,False,0,✅ Normal,-0.520551497351764,-0.283924080001733,0,0,15.4545407713513,1
4793,Ryan Schneider,lauren95@example.com,641-798-0387x70828,FAST,BE SE,3.37,2025-04-27 01:38:57,192.151.153.129,95,Mobile,3,1,6,1,1,1,0,2,False,0,✅ Normal,1.96411037911575,-1.87603541936973,0,0,28.1899026142722,1
4794,Matthew Reyes,feliciahenry@example.net,001-759-778-1722x0682,Stanford,BE SE,3.96,2025-04-27 15:05:48,97.253.8.117,54,Desktop,1,15,6,1,1,0,0,2,False,0,✅ Normal,2.12134230562096,-0.567451591348612,0,0,13.6363601928383,1
4795,Todd Lopez,martinmichael@example.net,+1-427-398-5316x95713,FAST,BSc CS,2.31,2025-05-16 21:14:44,198.160.157.69,99,Mobile,4,21,4,0,1,1,0,4,False,0,✅ Normal,0.0240125752435372,0.898457318395789,1,0,42.8571243042752,1
4796,Jordan Ramirez,btorres@example.net,(458)478-1356x66367,Harvard,BSc CS,3.34,2025-04-29 08:33:51,199.19.178.48,48,Mobile,3,8,1,0,1,1,0,1,False,0,✅ Normal,-1.13177062773619,0.32607155907928,0,0,14.3712531822595,1
4797,Ryan Wood,melendezbrandy@example.net,443-524-4796x650,Stanford,BBA,2.17,2025-05-10 01:46:28,112.73.8.12,56,Desktop,1,1,5,1,1,0,0,2,False,0,✅ Normal,1.73181410162956,-0.491448957692916,0,0,25.8064397205347,1
4798,Thomas Wood,yshaw@example.org,209-212-7144x7003,Stanford,BE SE,3.28,2025-05-09 04:12:42,139.52.33.15,98,Desktop,4,4,4,0,1,1,0,1,False,0,✅ Normal,-0.21919289909659,-1.16593987913296,0,0,29.8780396713294,1
4799,James Barton,william00@example.com,434-325-9164,Stanford,BS IT,2.15,2025-04-21 04:52:56,164.47.131.86,74,Mobile,1,4,0,0,1,0,0,0,False,0,✅ Normal,-1.51201421418833,-0.468982551753587,0,0,34.4185886425169,1
4800,Jennifer King,lisa45@example.com,+1-342-370-3696,LUMS,BSc CS,2.9,2025-05-08 05:15:58,205.117.159.30,64,Mobile,1,5,3,0,1,0,0,0,False,0,✅ Normal,-0.510777852227663,-0.716997964899914,0,0,22.0689579072559,1
4801,Gary Stephens,diane97@example.net,904-316-9994,FAST,BS IT,2.63,2025-05-04 06:51:18,208.53.121.185,50,Desktop,3,6,6,1,1,1,0,2,False,0,✅ Normal,2.13492848878691,0.335289786634041,0,0,19.0113996154374,1
4802,Natalie Ryan,rebeccabell@example.net,9364326670,NUST,BS IT,2.02,2025-05-07 00:10:46,89.8.254.0,44,Desktop,5,0,2,0,1,1,1,0,False,1,⚠️ Suspicious,-0.768050484857961,1.27638062274124,0,0,21.7821674345706,1
4803,Jamie Williams,linda32@example.org,272.520.4806x6207,FAST,BS IT,3.49,2025-05-17 15:35:41,179.155.112.54,86,Desktop,4,15,5,1,1,1,0,2,False,0,✅ Normal,1.79848628973143,-0.220391877189041,0,0,24.6418267501929,1
4804,Jared Flores,amandagarcia@example.org,327-695-6498,FAST,BS IT,3.98,2025-04-21 01:40:57,202.33.166.106,65,Mobile,2,1,0,0,1,0,0,1,False,0,✅ Normal,-1.62699145475821,-1.45674254849123,0,0,16.3316541880266,1
4805,Donna Fisher,oguzman@example.com,893.321.4891x81222,MIT,BS AI,3.66,2025-05-01 19:28:29,94.70.29.85,83,Mobile,5,19,3,0,1,1,0,4,False,0,✅ Normal,-0.379854433222756,0.558907400637953,0,0,22.6775894323526,1
4806,Stephen Long,kim47@example.net,2782601226,Stanford,BE SE,2.62,2025-05-18 20:21:11,122.50.99.106,64,Desktop,2,20,6,1,1,0,0,2,False,0,✅ Normal,2.25380107288393,0.807312373267801,0,0,24.4274715925681,1
4807,Scott Howard,eric26@example.org,998-402-2043x054,FAST,BSc CS,3.95,2025-04-20 18:42:29,188.209.69.184,41,Desktop,5,18,6,1,1,1,1,2,True,1,⚠️ Suspicious,2.22846076164016,1.24767407467227,0,0,10.3797442076597,1
4808,Nicole Parker,vanessa99@example.net,001-934-482-7242x3096,Stanford,BS AI,3.83,2025-05-08 03:19:33,219.149.118.20,81,Mobile,4,3,3,0,1,1,0,1,False,0,✅ Normal,-0.575808742843135,-1.12733038407223,0,0,21.1488195433892,1
4809,Cristian Snyder,xrodriguez@example.com,367.897.7206,LUMS,BE SE,3.68,2025-05-08 03:02:55,145.82.189.57,86,Desktop,1,3,3,0,1,0,0,1,False,0,✅ Normal,-0.614447485469282,-2.05657883870441,0,0,23.3695588669677,1
4810,Chad Mccoy,lgoodwin@example.org,757-394-9390x1376,Harvard,BS AI,3.76,2025-05-06 21:55:59,195.102.222.189,84,Mobile,2,21,1,0,1,0,0,4,False,0,✅ Normal,-1.08462868507461,-0.211547874542095,0,0,22.3404195903139,1
4811,Denise Martin,sabrinastewart@example.net,626.917.9054,LUMS,BBA,3.57,2025-04-24 11:35:11,194.18.135.65,96,Desktop,5,11,3,0,1,1,0,4,False,0,✅ Normal,-0.483016960999935,-0.408322133369867,0,0,26.8907487700984,1
4812,Thomas Kirk,lopezkenneth@example.com,+1-962-981-5139x730,Harvard,BS AI,3.85,2025-05-18 04:36:36,61.255.75.141,40,Mobile,5,4,6,1,1,1,1,2,True,1,⚠️ Suspicious,2.08226971811693,0.187214864484177,0,0,10.389607691011,1
4813,Brittany Johnson,stephen79@example.net,3318952323,LUMS,BBA,3.24,2025-05-08 07:15:30,25.70.221.128,97,Mobile,2,7,3,0,1,0,0,4,False,0,✅ Normal,-0.54844872564976,-1.42842102804372,0,0,29.9382623647338,1
4814,Leslie Jacobs,andrewwalker@example.net,378.537.2355x61997,Stanford,BE SE,3.17,2025-05-08 00:37:02,65.218.194.74,66,Mobile,5,0,3,0,1,1,0,1,False,0,✅ Normal,-0.532156833221468,-0.187004359420789,0,0,20.820182706567,1
4815,Nicole Hendrix,lawrencesusan@example.org,7833680979,NUST,BS IT,2.68,2025-04-23 10:27:37,105.135.204.55,82,Mobile,2,10,2,0,1,0,0,0,False,0,✅ Normal,-0.797853689814085,-0.331472938549198,0,0,30.5970035085808,1
4816,Sandra Fletcher,jerryanderson@example.net,001-545-946-9247x9955,FAST,BBA,3.15,2025-05-10 04:05:18,208.32.117.200,72,Desktop,2,4,5,1,1,0,0,2,False,0,✅ Normal,1.69385504491551,-1.09036666043756,0,0,22.8571356009093,1
4817,Lori Wright,triciawilliams@example.org,+1-343-391-9296x2658,LUMS,BS AI,2.46,2025-04-29 09:46:33,183.183.152.196,87,Desktop,4,9,1,0,1,1,0,0,False,0,✅ Normal,-1.11692619729708,0.223273239588565,0,0,35.3658392821792,1
4818,Mr. Kevin Lowe DDS,steven84@example.org,001-385-391-3761x8388,Stanford,BS AI,2.98,2025-05-07 19:32:11,197.0.73.7,65,Mobile,1,19,2,0,1,0,0,3,False,0,✅ Normal,-0.703138518381958,0.385768159384559,0,0,21.8120732174251,1
4819,Sharon Rhodes,browndavid@example.org,499-418-2817,Stanford,BBA,2.89,2025-05-18 05:10:08,209.221.181.45,91,Desktop,1,5,6,1,1,0,0,2,False,0,✅ Normal,2.01670423528741,-1.68823258293626,1,0,31.4878783778968,1
4820,Sara Glass,pwillis@example.org,001-714-706-3564x9815,NUST,BE SE,3.81,2025-05-02 13:01:53,161.109.153.93,62,Desktop,4,13,4,0,1,1,0,1,False,0,✅ Normal,-0.0947980475274478,0.224977680363938,0,0,16.2729616081466,1
4821,Jared Mitchell,tracypalmer@example.com,478.850.1602x797,Stanford,BE SE,2.63,2025-04-27 14:11:23,111.208.186.80,62,Mobile,2,14,6,1,1,0,0,2,False,0,✅ Normal,2.19048319553812,0.360024474066506,0,0,23.5741355231424,1
4822,Glenn Walsh,rodriguezmichelle@example.net,659-782-0399,LUMS,BS AI,2.88,2025-04-30 14:59:33,50.29.215.97,90,Mobile,2,14,2,0,1,0,0,4,False,0,✅ Normal,-0.778622091922538,-0.368056190642911,0,0,31.2499891493093,1
4823,Tamara Grant,brittany93@example.net,(731)781-2546x13172,Stanford,BSc CS,3.74,2025-05-15 17:59:51,114.159.228.178,43,Desktop,4,17,3,0,1,1,0,3,False,0,✅ Normal,-0.356193177881209,1.17207696776274,0,0,11.497323129058,1
4824,Monica Khan,hernandezkiara@example.net,001-520-256-8084x4503,Harvard,BS IT,2.83,2025-04-29 07:11:10,144.39.179.227,95,Desktop,3,7,1,0,1,1,0,0,False,0,✅ Normal,-1.1869956700369,-0.728065065642713,0,0,33.56889273184,1
4825,Kevin Gonzalez,suarezbrad@example.net,+1-438-460-9262x4537,LUMS,BS AI,2.63,2025-05-19 10:26:56,34.177.93.181,74,Desktop,1,10,0,0,1,0,0,0,False,0,✅ Normal,-1.47485200973446,-0.311013473798828,0,0,28.1368714308474,1
4826,Mrs. Deborah Black DVM,sandracarrillo@example.org,8325150841,LUMS,BBA,3.2,2025-04-26 20:16:01,132.155.239.21,79,Mobile,5,20,5,1,1,1,0,2,False,0,✅ Normal,1.89512551570129,0.894574314199466,0,0,24.6874922851587,1
4827,Tiffany Fischer,jeffery19@example.com,(934)977-5420,Stanford,BSc CS,3.23,2025-05-14 20:06:22,193.18.41.159,63,Desktop,2,20,2,0,1,0,0,3,False,0,✅ Normal,-0.690719638426365,0.646559952552565,0,0,19.5046379242607,1
4828,Neil Wu,brianwilliams@example.org,(233)414-7216,MIT,BBA,2.83,2025-04-25 17:01:40,161.77.160.198,98,Desktop,0,17,4,0,1,0,0,4,False,0,✅ Normal,-0.102350625200075,-0.96298568566515,0,0,34.628963028635,1
4829,Nancy Weeks,jefferyosborne@example.com,001-264-708-3421,FAST,BS AI,3.31,2025-05-05 18:22:33,168.122.116.35,70,Mobile,1,18,0,0,1,0,0,4,False,0,✅ Normal,-1.42133334585879,-0.0153186244681359,0,0,21.1480298646435,1
4830,Yesenia Russell,allenjack@example.org,451-643-7012x22375,NUST,BS IT,2.64,2025-05-18 13:00:51,66.239.213.112,60,Mobile,0,13,6,1,1,0,0,2,False,0,✅ Normal,2.15563979840609,-0.26887320833639,0,0,22.7272641184606,1
4831,Andrew Barnes,david12@example.net,658.414.0417,FAST,BSc CS,3.15,2025-05-18 13:59:39,36.244.155.242,67,Mobile,3,13,6,1,1,1,0,2,False,0,✅ Normal,2.15363243766104,0.0662527695010919,0,0,21.2698345175129,1
4832,Joann Ramirez,robin63@example.com,(583)567-2752x124,Harvard,BSc CS,2.87,2025-05-17 11:01:35,175.160.168.158,52,Mobile,1,11,5,1,1,0,0,2,False,0,✅ Normal,1.80610235477809,-0.0442477621959879,0,0,18.1184605859022,1
4833,Caitlin Lopez,jwilkinson@example.org,001-601-746-2556x318,MIT,BE SE,2.37,2025-04-24 22:59:03,36.81.223.114,52,Desktop,0,22,3,0,1,0,0,3,False,0,✅ Normal,-0.286455063997785,1.10715310040717,0,0,21.9409190122705,1
4834,Joshua Underwood,acostagerald@example.com,765.279.5416x758,MIT,BBA,3.77,2025-05-20 05:17:29,221.198.80.5,71,Desktop,4,5,1,0,1,1,0,1,False,0,✅ Normal,-1.21383774029416,-0.579686692721056,0,0,18.8328862512238,1
4835,Darrell Hutchinson,bfleming@example.net,(708)282-5164,Stanford,BBA,3.85,2025-04-28 07:52:43,204.177.150.39,58,Mobile,2,7,0,0,1,0,0,1,False,0,✅ Normal,-1.54216991537141,-0.669773491888177,0,0,15.0649311519659,1
4836,Steven Hampton,petersondaniel@example.org,295-312-8018,Stanford,BS AI,3.96,2025-05-07 15:47:13,163.181.13.44,44,Desktop,1,15,2,0,1,0,0,3,False,0,✅ Normal,-0.772337086389498,-0.0425479006941501,0,0,11.1111083052757,1
4837,Andres Jarvis,cindydouglas@example.org,955-253-7746x95563,Stanford,BSc CS,3.41,2025-05-02 16:38:27,223.31.167.120,79,Desktop,0,16,4,0,1,0,0,4,False,0,✅ Normal,-0.117831502601346,-0.917087685325677,0,0,23.1671486313347,1
4838,Michael Schaefer,brownchloe@example.com,+1-316-842-0140x99934,MIT,BS AI,3.68,2025-05-13 00:16:47,205.136.118.91,76,Desktop,3,0,1,0,1,1,0,1,False,0,✅ Normal,-1.28454332932904,-1.36968964422934,0,0,20.6521683010412,1
4839,Katherine Murphy,srhodes@example.com,001-506-662-4831,FAST,BBA,3.58,2025-05-03 00:37:39,165.202.57.216,73,Desktop,2,0,5,1,1,0,0,2,False,0,✅ Normal,1.62258467232581,-1.75356094640611,0,0,20.3910557566883,1
4840,Michael Gomez,pelliott@example.org,864-664-9441,Stanford,BS AI,3.05,2025-05-11 23:27:03,147.108.150.204,86,Desktop,2,23,6,1,1,0,0,2,False,0,✅ Normal,2.22600452079087,0.128925898730279,0,0,28.1967120666518,1
4841,Erica Murphy,kpotter@example.net,725-354-8846x35402,MIT,BSc CS,2.91,2025-04-29 06:30:48,165.62.171.175,48,Desktop,3,6,1,0,1,1,0,1,False,0,✅ Normal,-1.1279923813435,0.46405446011071,0,0,16.494839692495,1
4842,Zachary Weber,richard64@example.org,001-620-714-1110,NUST,BBA,3.53,2025-05-09 11:13:18,196.33.31.158,51,Desktop,3,11,4,0,1,1,0,1,False,0,✅ Normal,-0.095721368336268,0.270819003494539,0,0,14.4475879751875,1
4843,Larry Diaz,francisco81@example.com,711-850-2958,MIT,BBA,3.23,2025-05-10 14:45:26,204.108.145.54,96,Mobile,1,14,5,1,1,0,0,2,False,0,✅ Normal,1.74749506854319,-1.29642670324501,0,0,29.7213530274449,1
4844,Nicholas Simmons,angela70@example.net,(545)309-0381,MIT,BE SE,2.17,2025-05-07 18:56:37,193.125.77.158,66,Desktop,2,18,2,0,1,0,0,3,False,0,✅ Normal,-0.653994523536949,1.14438359531781,0,0,30.414732527773,1
4845,Beth Brown,bakerleslie@example.org,001-516-939-7010,MIT,BS AI,2.77,2025-04-25 00:32:41,202.139.159.41,40,Desktop,1,0,4,0,1,0,0,1,False,0,✅ Normal,-0.179979026337831,-0.387590018292137,0,0,14.4404279998455,1
4846,Sarah Harris,landerson@example.org,+1-485-600-4152,NUST,BS IT,2.67,2025-05-05 16:38:50,179.119.244.124,93,Mobile,4,16,0,0,1,1,0,4,False,0,✅ Normal,-1.40190994080686,0.512912553561996,0,0,34.8314476286713,1
4847,Bonnie Smith,vwilliams@example.net,(407)505-3650x0671,FAST,BS IT,3.76,2025-04-27 13:29:33,186.228.210.233,48,Mobile,3,13,6,1,1,1,0,2,False,0,✅ Normal,2.14733889949788,0.173782516231115,1,0,12.765954051608,1
4848,Andrew Page,armstrongcody@example.com,(391)914-9502,Harvard,BS IT,3.62,2025-05-02 21:20:15,169.132.6.15,52,Desktop,3,21,4,0,1,1,0,3,False,0,✅ Normal,0.00713431354375835,1.00708338131131,0,0,14.3646369158462,1
4849,Louis Lopez,montgomerybrett@example.org,(724)276-2175x4378,NUST,BBA,2.34,2025-04-28 23:59:34,122.239.202.98,89,Desktop,5,23,0,0,1,1,0,4,False,0,✅ Normal,-1.28568173591953,1.73676517211233,0,0,38.0341717802685,1
4850,Crystal Palmer,hornmonica@example.net,994-428-3128x0215,NUST,BSc CS,2.03,2025-05-06 14:42:41,4.21.79.153,97,Desktop,1,14,1,0,1,0,0,0,False,0,✅ Normal,-1.09183791358605,-0.23584614100415,0,0,47.7832276929913,1
4851,William Blake,amanda08@example.org,512-530-2497x35738,FAST,BBA,3.32,2025-05-12 00:34:37,210.156.212.144,97,Desktop,3,0,0,0,1,1,0,1,False,0,✅ Normal,-1.63614913308763,-1.68220786993408,0,0,29.2168586696209,1
4852,Nichole Jones,teresali@example.com,(734)417-1951x55096,FAST,BBA,2.92,2025-04-24 05:19:32,194.79.255.46,95,Mobile,2,5,3,0,1,0,0,0,False,0,✅ Normal,-0.548074499580919,-1.31144984110001,0,0,32.534235433481,1
4853,Linda Holland,whiteheadlarry@example.com,728-863-8834x215,FAST,BS IT,2.63,2025-05-08 10:59:57,80.121.59.15,97,Mobile,4,10,3,0,1,1,0,4,False,0,✅ Normal,-0.452532637530036,-0.153596639283533,0,0,36.8821152539486,1
4854,Jessica Fisher,nkeller@example.net,001-316-859-9137x339,LUMS,BSc CS,2.19,2025-05-08 10:35:54,197.225.92.17,87,Desktop,0,10,3,0,1,0,0,0,False,0,✅ Normal,-0.46316495986085,-0.751003019137202,0,0,39.72600925753,1
4855,Brenda Sims,davisangela@example.org,558.900.0264x67590,FAST,BE SE,3.08,2025-05-03 07:23:28,200.165.39.208,99,Desktop,4,7,5,1,1,1,0,2,False,0,✅ Normal,1.71448304832737,-0.961678584115755,0,0,32.142846706868,1
4856,William Cruz,pfitzgerald@example.net,6407211004,MIT,BBA,2.47,2025-05-07 08:57:55,105.40.132.70,93,Desktop,2,8,2,0,1,0,0,0,False,0,✅ Normal,-0.824748366820888,-0.660434461103776,0,0,37.6518066187018,1
4857,Elizabeth Anderson,christopher80@example.org,+1-810-928-6942x454,Harvard,BSc CS,3.54,2025-04-27 12:00:55,130.224.245.110,89,Mobile,2,12,6,1,1,0,0,2,False,0,✅ Normal,2.07107514129016,-1.21298600504321,0,0,25.1412358358091,1
4858,Stacy Drake,riceamy@example.org,001-542-745-1489,Harvard,BS AI,3.4,2025-05-10 09:26:03,23.177.243.193,96,Desktop,1,9,5,1,1,0,0,2,False,0,✅ Normal,1.68239908597951,-1.83052826227887,0,0,28.2352858131512,1
4859,John Reynolds,petershayley@example.com,(281)637-0983x125,LUMS,BS AI,2.35,2025-04-30 08:09:10,216.68.156.127,44,Mobile,3,8,2,0,1,1,0,3,False,0,✅ Normal,-0.726383451709695,1.11020895840046,0,0,18.7233962879165,1
4860,Dennis Turner,patricianixon@example.com,(722)540-7916,Harvard,BSc CS,3.03,2025-04-29 23:45:36,180.251.239.30,99,Mobile,2,23,1,0,1,0,0,4,False,0,✅ Normal,-1.04281940111653,0.0445909771849207,0,0,32.6732565434797,1
4861,Tammy Robinson,laura76@example.com,(275)569-5843,Stanford,BSc CS,2.62,2025-04-27 22:48:24,155.84.191.96,89,Mobile,4,22,6,1,1,1,0,2,False,0,✅ Normal,2.26243644443298,0.860417702457616,0,0,33.969452683415,1
4862,Cassandra Hammond,jennifer57@example.net,843.350.6758x8826,LUMS,BE SE,3.31,2025-05-18 13:20:56,18.13.57.186,70,Mobile,1,13,6,1,1,0,0,2,False,0,✅ Normal,2.11283668645994,-0.727382058470191,0,0,21.1480298646435,1
4863,Mrs. Kimberly Robbins,samueldalton@example.org,668.737.9452x96430,LUMS,BSc CS,2.13,2025-05-12 14:41:24,96.194.153.137,87,Mobile,3,14,0,0,1,1,0,0,False,0,✅ Normal,-1.39522130235478,0.600692091892474,0,0,40.8450512464548,1
4864,Stephanie Martinez,ygaines@example.org,(466)988-9569x281,FAST,BSc CS,3.47,2025-05-19 03:49:29,193.203.143.139,85,Desktop,5,3,0,0,1,1,0,1,False,0,✅ Normal,-1.56664444390264,-0.604060899163068,0,0,24.4956701741584,1
4865,Denise Smith,bpage@example.org,001-896-238-6454x9691,Stanford,BBA,3.36,2025-05-11 00:26:56,73.16.175.29,41,Desktop,0,0,6,1,1,0,1,2,True,1,⚠️ Suspicious,1.99997446518947,-1.31559183199774,0,0,12.202377320721,1
4866,Mary Kelly,lcruz@example.net,001-626-852-5476,FAST,BS IT,2.58,2025-05-18 18:31:33,84.133.134.134,56,Mobile,4,18,6,1,1,1,0,2,False,0,✅ Normal,2.27340000794119,1.49223120002838,1,0,21.7054179436365,1
4867,Richard Rodriguez,reevesbrendan@example.net,287-838-3900x277,NUST,BBA,3.26,2025-05-02 03:36:32,186.249.71.250,45,Desktop,1,3,4,0,1,0,0,1,False,0,✅ Normal,-0.184321077507157,-0.626763644775393,0,0,13.8036767473384,1
4868,Dr. James Kirby PhD,rwhite@example.org,686-386-7139,Harvard,BE SE,3.58,2025-04-20 08:53:45,185.165.17.194,73,Desktop,1,8,6,1,1,0,0,2,False,0,✅ Normal,2.0369804503543,-1.417074950049,1,0,20.3910557566883,1
4869,Kathleen Robinson,howedeanna@example.org,3353524625,LUMS,BE SE,2.7,2025-05-08 00:59:13,207.28.153.4,79,Mobile,3,0,3,0,1,1,0,0,False,0,✅ Normal,-0.551142661210023,-0.819094910183187,0,0,29.2592484225006,1
4870,Donald Griffin,danielyoung@example.org,(813)291-7724x1558,Stanford,BS AI,2.61,2025-04-26 22:04:25,151.177.194.3,67,Mobile,5,22,5,1,1,1,0,2,False,0,✅ Normal,1.97150940082435,1.81672097081751,0,0,25.6704882488551,1
4871,Kelli Johnson,tomcarter@example.org,4975837608,MIT,BS AI,3.32,2025-04-21 18:59:44,172.155.172.162,70,Desktop,5,18,0,0,1,1,0,4,False,0,✅ Normal,-1.36904581062957,1.16897909288281,0,0,21.0843309986955,1
4872,Joseph Webb,matthew76@example.net,897.472.8130x73364,Stanford,BS IT,3.51,2025-05-11 16:57:59,221.65.138.222,40,Mobile,3,16,6,1,1,1,0,2,False,0,✅ Normal,2.20798559645128,0.825366540062074,0,0,11.3960081492854,1
4873,Jose Ellison DDS,hollyjackson@example.com,462.979.9245x90098,Harvard,BE SE,3.16,2025-05-10 03:46:28,199.164.234.23,84,Desktop,1,3,5,1,1,0,0,2,False,0,✅ Normal,1.64995932294723,-1.818017664216,0,0,26.5822700689019,1
4874,Steven Lynch,kelly49@example.com,(502)877-0529,LUMS,BBA,3.12,2025-05-17 20:22:38,67.35.77.195,84,Desktop,3,20,5,1,1,1,0,2,False,0,✅ Normal,1.86551724491312,0.213740473817604,0,0,26.9230682938884,1
4875,Mark Rogers,cartermarissa@example.com,(849)419-7381x309,MIT,BS IT,2.29,2025-04-24 21:25:23,167.180.149.199,52,Desktop,0,21,3,0,1,0,0,3,False,0,✅ Normal,-0.292648764740097,1.08082492074804,0,0,22.7074136648849,1
4876,Gabriel Mccoy,bradley69@example.net,(208)673-9402,MIT,BBA,2.35,2025-04-22 19:53:55,221.135.92.246,73,Mobile,4,19,1,0,1,1,0,3,False,0,✅ Normal,-0.978231078682065,1.52567287974159,0,0,31.0638165685887,1
4877,Tiffany Henry,lisa97@example.net,470.992.9796,LUMS,BS IT,3.86,2025-05-09 03:30:07,136.116.53.196,84,Mobile,3,3,4,0,1,1,0,1,False,0,✅ Normal,-0.255850303147219,-1.55952181827132,0,0,21.7616523933543,1
4878,Daniel Mcclain,rebecca40@example.org,+1-656-918-2196,NUST,BS AI,3.23,2025-05-04 08:13:59,195.6.195.79,100,Mobile,5,8,6,1,1,1,0,2,False,0,✅ Normal,2.06786539380006,-0.743449343970827,0,0,30.9597427369218,1
4879,Emily Krause,grimesshannon@example.com,001-651-630-7643x207,MIT,BS IT,2.46,2025-04-29 23:17:34,218.143.17.190,57,Desktop,1,23,1,0,1,0,0,3,False,0,✅ Normal,-0.955091816291498,1.33899081739841,0,0,23.1707222883243,1
4880,Stephen Barber,daniel12@example.org,929.375.5603x8914,MIT,BBA,3.63,2025-05-11 05:04:06,21.209.90.22,96,Desktop,2,5,6,1,1,0,0,2,False,0,✅ Normal,1.97766499036441,-2.05452609469053,0,0,26.4462737062607,1
4881,Dakota Mueller,thomaswong@example.net,445.970.5019,Harvard,BS IT,3.9,2025-04-20 10:38:48,151.64.159.55,44,Mobile,2,10,6,1,1,0,0,2,False,0,✅ Normal,2.09914854770458,-0.358036472136569,0,0,11.2820483892184,1
4882,Brittany Cooper,pagerussell@example.com,3163804202,Stanford,BS IT,3.17,2025-05-20 01:38:18,122.195.117.153,75,Mobile,2,1,1,0,1,0,0,1,False,0,✅ Normal,-1.25465526788493,-1.19629091845303,0,0,23.6592985301897,1
4883,Nicholas Alvarado,chelseynguyen@example.net,(292)603-8213x2992,Stanford,BSc CS,2.64,2025-05-01 10:11:33,112.203.74.171,50,Mobile,2,10,3,0,1,0,0,3,False,0,✅ Normal,-0.404797864071112,0.575082550974669,0,0,18.9393867653838,1
4884,Jill Thompson,bgomez@example.org,488.284.9712x796,NUST,BS IT,2.48,2025-05-09 21:42:31,218.189.215.3,91,Desktop,4,21,4,0,1,1,0,4,False,0,✅ Normal,0.0265621418254384,1.00504972239459,0,0,36.6935335913171,1
4885,Keith Wilkins,shelby87@example.com,(580)383-5455,MIT,BS IT,3.74,2025-05-20 03:00:16,199.136.119.241,49,Desktop,3,3,1,0,1,1,0,1,False,0,✅ Normal,-1.212228339564,-0.398754473279822,0,0,13.1016007749731,1
4886,Jeremy Barker,jesse78@example.org,354-449-3808x888,MIT,BS AI,3.69,2025-05-13 20:08:05,202.100.238.183,85,Mobile,3,20,1,0,1,1,0,4,False,0,✅ Normal,-1.07979053996744,0.0245747737660982,0,0,23.0352241096954,1
4887,Sharon Humphrey,bryanhayes@example.org,692-992-0026x0656,FAST,BSc CS,3.67,2025-05-14 06:15:53,141.47.158.13,42,Mobile,0,6,2,0,1,0,0,1,False,0,✅ Normal,-0.863865265499375,-0.824295666469426,0,0,11.4441385710794,1
4888,Jenny Benton,ggordon@example.net,001-965-880-5553x821,LUMS,BBA,2.6,2025-05-19 10:00:32,218.0.229.228,100,Desktop,2,10,0,0,1,0,0,0,False,0,✅ Normal,-1.50120005767465,-0.728521451463978,0,0,38.4615236686447,1
4889,Monica George,richardbrown@example.org,5452207410,FAST,BS AI,2.6,2025-05-10 22:25:55,129.120.179.238,100,Desktop,3,22,5,1,1,1,0,2,False,0,✅ Normal,1.89316225500538,0.293276278911939,0,0,38.4615236686447,1
4890,Lindsey Pruitt,cynthianguyen@example.com,245.368.5883x4634,Harvard,BS AI,3.69,2025-05-09 20:54:33,19.200.66.54,48,Desktop,2,20,4,0,1,0,0,3,False,0,✅ Normal,-0.0148978996842375,0.69031715922642,0,0,13.0081265560633,1
4891,Brian Norris,sbrooks@example.org,370.818.6706x66747,MIT,BSc CS,2.78,2025-05-09 22:58:29,205.82.128.96,88,Mobile,0,22,4,0,1,0,0,4,False,0,✅ Normal,-0.0285294531917898,-0.230332023179668,0,0,31.6546648724227,1
4892,Scott Martin,angela04@example.net,816.870.6422x4920,LUMS,BS AI,3.42,2025-04-23 06:11:07,203.151.20.150,55,Mobile,1,6,2,0,1,0,0,1,False,0,✅ Normal,-0.856358405673165,-0.71820308782716,1,0,16.0818666427291,1
4893,Peggy Dunn,mhill@example.com,703.843.6230x04538,NUST,BSc CS,2.83,2025-05-05 08:12:17,206.93.13.14,43,Desktop,2,8,0,0,1,0,0,3,False,0,✅ Normal,-1.44625128496971,0.558154151272817,1,0,15.1943409207276,1
