application_id,applicant_name,email,phone_number,university,degree,cgpa,submission_time,ip_address,resume_quality_score,application_source,previous_applications,submission_hour,submission_day,is_weekend,submissions_per_ip,is_repeated_applicant,anomaly_iforest,kmeans_cluster,anomaly_kmeans,final_anomaly,alert,pca1,pca2,email_dup,phone_dup,resume_cgpa_ratio,ip_submission_count,combined_alert,alert_level
3848,Joel Barr,colin81@example.org,+1-299-917-4373x02599,FAST,BSc CS,2.01,2025-05-04 23:14:58,169.188.146.32,77,Mobile,2,23,6,1,1,0,1,1,0,0,✅ Normal,2.3025911311545775,1.118192683990223,0,0,38.3084386525181,1,1,Medium
3874,Ashley Wilson,thorntonrebecca@example.com,770.718.8646,MIT,BS AI,3.58,2025-05-18 22:09:21,204.32.128.107,96,Desktop,1,22,6,1,1,0,1,1,0,0,✅ Normal,2.154156942833175,-0.9092260663335471,0,0,26.8156349676997,1,1,Medium
3910,Amanda Ellison MD,dowens@example.net,(367)451-5070x8964,FAST,BS IT,2.14,2025-04-27 01:56:50,190.171.153.146,44,Mobile,4,1,6,1,1,1,1,1,0,1,⚠️ Suspicious,2.1321160532006,0.7350033142934875,0,0,20.5607380557299,1,1,Medium
3915,Jordan Haley,robert48@example.org,001-861-287-2629x287,NUST,BS IT,3.04,2025-04-27 00:12:55,189.170.11.4,61,Desktop,0,0,6,1,1,0,1,1,0,0,✅ Normal,1.987313907893538,-1.6562103321307173,0,0,20.0657828730977,1,1,Medium
3939,David Robinson,bstewart@example.net,377.699.1708x38486,MIT,BS AI,3.88,2025-05-10 10:27:39,182.152.198.12,43,Mobile,0,10,5,1,1,0,1,1,0,1,⚠️ Suspicious,1.7357446987463212,-0.8830807070280968,0,0,11.0824713704971,1,1,Medium
3940,Mark Travis,linda47@example.net,830-621-8883,Stanford,BS IT,3.96,2025-04-27 17:51:49,133.170.220.194,95,Mobile,0,17,6,1,1,0,1,1,0,1,⚠️ Suspicious,2.064857105038494,-1.86111414695298,0,0,23.9898929318452,1,1,Medium
3943,Jason Garcia,ibaker@example.com,(337)820-9499x6244,MIT,BSc CS,2.1,2025-05-18 09:32:19,177.66.6.244,42,Mobile,4,9,6,1,1,1,1,1,0,0,✅ Normal,2.225561127048882,1.4824133918352655,0,0,19.999990476195,1,1,Medium
3963,Craig Bradley,christopherstanley@example.org,(896)475-3811x940,MIT,BBA,3.78,2025-05-03 21:39:22,139.34.229.126,95,Mobile,2,21,5,1,1,0,1,1,0,0,✅ Normal,1.8062622593540816,-0.7789010582498236,0,0,25.1322684835269,1,1,Medium
3964,Lindsay Phillips,vrusso@example.net,001-339-864-0730x4730,MIT,BBA,2.11,2025-04-20 23:41:27,61.218.205.130,86,Desktop,2,23,6,1,1,0,1,1,0,0,✅ Normal,2.2822849245119032,0.7926329532810382,0,0,40.7582745221448,1,1,Medium
3984,Sergio Anderson,marcuslara@example.org,+1-859-608-0870x850,Harvard,BS AI,3.99,2025-04-26 04:30:08,168.107.254.252,69,Desktop,5,4,5,1,1,1,1,1,0,1,⚠️ Suspicious,1.6879995919327104,-0.7049635594204424,0,0,17.2932287485642,1,1,Medium
3995,Oscar Vazquez,andrewsdaniel@example.com,646-281-0311x8222,FAST,BS IT,2.17,2025-05-18 23:57:15,158.79.237.125,98,Mobile,5,23,6,1,1,1,1,1,0,1,⚠️ Suspicious,2.299265349311794,1.303850699897791,0,0,45.1612695109357,1,1,Medium
4014,Michele Robertson,kenneth06@example.org,584-578-1079x6753,MIT,BS AI,2.18,2025-05-17 23:16:06,13.120.158.196,68,Desktop,5,23,5,1,1,1,1,1,0,0,✅ Normal,2.006647222040366,2.1748174647764453,0,0,31.1926462419054,1,1,Medium
4025,Teresa Fritz,phillip05@example.org,(557)797-4422,NUST,BS AI,3.22,2025-05-03 04:38:14,208.140.40.64,99,Desktop,0,4,5,1,1,0,1,1,0,0,✅ Normal,1.6202640306039753,-2.5003286609491764,0,0,30.7453320666671,1,1,Medium
4042,Nancy Bentley,samanthadouglas@example.net,001-910-850-2016x85279,Stanford,BBA,3.62,2025-05-11 01:07:24,214.19.162.125,89,Mobile,5,1,6,1,1,1,1,1,0,1,⚠️ Suspicious,1.9851312712016478,-1.2869056395140208,0,0,24.5856285675059,1,1,Medium
4063,Donna Bennett,rachel55@example.org,280-628-6489x357,NUST,BE SE,3.95,2025-04-27 03:37:02,157.15.235.120,72,Mobile,5,3,6,1,1,1,1,1,0,0,✅ Normal,2.014387168919249,-0.8727042789506315,0,0,18.2278434866219,1,1,Medium
4065,Nathaniel Kelly,amyellis@example.net,7138002663,NUST,BS IT,2.07,2025-05-17 20:05:01,167.189.255.246,49,Mobile,0,20,5,1,1,0,1,1,0,1,⚠️ Suspicious,1.9444036825494793,1.053078874779227,0,0,23.6714861490405,1,1,Medium
4072,Deborah Gutierrez,jessicaknight@example.com,001-429-321-3044x19397,NUST,BE SE,3.48,2025-05-04 01:03:10,205.137.55.243,98,Desktop,0,1,6,1,1,0,1,1,0,1,⚠️ Suspicious,1.913086700678341,-2.9322062882838944,0,0,28.160911448014,1,1,Medium
4095,Megan Edwards,dchristian@example.com,611-391-4778x8460,LUMS,BE SE,3.74,2025-04-27 21:35:57,139.126.35.129,87,Mobile,5,21,6,1,1,1,1,1,0,0,✅ Normal,2.200798969890475,0.3412996616400495,0,0,23.2620258657685,1,1,Medium
4123,Emily Everett,johnsonmonica@example.com,986.484.7478x131,LUMS,BE SE,3.43,2025-05-11 19:06:28,207.218.194.212,43,Desktop,0,19,6,1,1,0,1,1,0,0,✅ Normal,2.201288311304697,0.15179088401553353,0,0,12.5364394937494,1,1,Medium
4148,Aaron Yoder,mannsarah@example.com,568-852-0172x3648,FAST,BE SE,2.1,2025-05-04 22:41:05,95.89.23.188,97,Desktop,5,22,6,1,1,1,1,1,0,1,⚠️ Suspicious,2.2940639130537743,1.2987898732530834,0,0,46.1904541950218,1,1,Medium
4205,Jason Hutchinson,matthew79@example.net,001-556-533-8596x2388,Harvard,BS AI,2.24,2025-05-18 03:44:06,9.54.67.244,44,Mobile,1,3,6,1,1,0,1,1,0,0,✅ Normal,2.1084311236839013,-0.0634948693334621,0,0,19.6428483737284,1,1,Medium
4218,Thomas Morrison,hutchinsoneric@example.net,232.280.1467,Harvard,BBA,3.38,2025-04-20 23:57:16,38.27.33.54,72,Mobile,0,23,6,1,1,0,1,1,0,0,✅ Normal,2.2020772658227363,-0.30316392799585207,0,0,21.3017688456305,1,1,Medium
4234,Timothy Howard,jeffrey48@example.com,+1-947-887-7581,Stanford,BS AI,3.51,2025-04-20 23:00:52,163.66.244.238,68,Mobile,5,23,6,1,1,1,1,1,0,0,✅ Normal,2.2667656031279404,1.2075571023167846,0,0,19.3732138537852,1,1,Medium
4249,Ralph Bailey,dennismeyer@example.net,937.925.0957x9612,NUST,BE SE,3.61,2025-05-04 00:45:43,92.58.99.175,47,Mobile,5,0,6,1,1,1,1,1,0,1,⚠️ Suspicious,2.0415681482702293,-0.17288002544755957,0,0,13.0193869752391,1,1,Medium
4275,Cheryl Cook,evanspaul@example.org,566-585-0159x39280,Stanford,BE SE,3.64,2025-04-26 01:55:10,218.246.175.125,61,Mobile,0,1,5,1,1,0,1,1,0,0,✅ Normal,1.6226246032036833,-1.968853759074578,0,0,16.7582371543305,1,1,Medium
4324,Christopher Black,john18@example.net,341.343.1553x2051,FAST,BS IT,3.45,2025-04-20 22:26:31,166.161.35.16,49,Mobile,0,22,6,1,1,0,1,1,0,0,✅ Normal,2.2234954698124376,0.2161427184469506,0,0,14.2028944339436,1,1,Medium
4332,Bryan Clements,ymata@example.org,(369)425-0180x8855,FAST,BBA,2.05,2025-05-03 09:41:56,219.97.57.30,98,Mobile,0,9,5,1,1,0,1,1,0,1,⚠️ Suspicious,1.746823775267104,-1.2318277009261565,0,0,47.8048547293392,1,1,Medium
4395,Brian Blevins,preed@example.org,(846)422-1521x44915,Harvard,BE SE,3.72,2025-05-10 23:56:46,144.73.79.71,68,Desktop,5,23,5,1,1,1,1,1,0,0,✅ Normal,1.914443156369732,1.0874676094486182,0,0,18.2795649786116,1,1,Medium
4399,Timothy Morris,lancehardin@example.net,694-288-5713x975,LUMS,BS IT,2.54,2025-04-27 02:42:24,173.89.221.105,99,Desktop,0,2,6,1,1,0,1,1,0,1,⚠️ Suspicious,1.9787596345515166,-2.214013413664443,0,0,38.9763626077313,1,1,Medium
4412,Richard Gordon,hillhaley@example.net,984.205.4735,Harvard,BE SE,3.45,2025-04-27 03:17:33,222.184.169.117,40,Desktop,5,3,6,1,1,1,1,1,0,1,⚠️ Suspicious,2.0952353037477343,0.386829511906135,0,0,11.5941995379132,1,1,Medium
4444,Charles Monroe,janet14@example.org,879-724-2109,NUST,BS IT,3.97,2025-04-27 08:29:00,213.42.157.245,84,Mobile,0,8,6,1,1,0,1,1,0,0,✅ Normal,1.9829075903369853,-2.301891108196152,0,0,21.1586848466789,1,1,Medium
4545,Timothy Harvey,ahart@example.com,(610)488-6755,MIT,BSc CS,3.21,2025-05-18 01:20:07,199.226.130.233,91,Mobile,0,1,6,1,1,0,1,1,0,1,⚠️ Suspicious,1.9403892938398295,-2.5432705634092807,0,0,28.3489008258876,1,1,Medium
4580,Laura Matthews,stevenrodriguez@example.com,(701)621-8312,MIT,BS AI,3.8,2025-04-20 23:26:50,116.8.246.158,63,Mobile,1,23,6,1,1,0,1,1,0,0,✅ Normal,2.204471197841187,-0.04692168361916276,0,0,16.5789430055413,1,1,Medium
4605,Teresa Pena,nunezdylan@example.com,001-965-397-2833x0319,LUMS,BBA,2.52,2025-05-18 03:01:04,68.18.85.100,57,Mobile,0,3,6,1,1,0,1,1,0,0,✅ Normal,2.057762283990443,-0.9272993133928898,0,0,22.6190386432386,1,1,Medium
4614,Miss Tara Johnson DDS,elizabethwade@example.org,6188916459,NUST,BS AI,2.45,2025-05-05 23:01:31,39.242.207.152,93,Mobile,0,23,0,0,1,0,1,2,0,0,✅ Normal,-1.3647395380045753,0.05658702148886768,0,0,37.9591681799314,1,1,Medium
4625,Stephanie Miller,danamcdonald@example.com,7992719122,Stanford,BBA,3.8,2025-05-18 00:10:49,143.67.14.201,47,Desktop,4,0,6,1,1,1,1,1,0,1,⚠️ Suspicious,2.016970756254096,-0.6048731867012705,0,0,12.3684177977848,1,1,Medium
4638,Jill Jones,jordan72@example.net,001-538-723-0339x56777,Stanford,BSc CS,3.45,2025-05-04 22:11:54,153.67.153.26,42,Mobile,0,22,6,1,1,0,1,1,0,1,⚠️ Suspicious,2.234632415096606,0.4144391829718805,0,0,12.1739095148088,1,1,Medium
4643,Douglas Smith,carsonheather@example.org,600.487.2931x876,LUMS,BE SE,2.6,2025-05-11 23:41:05,197.37.181.60,70,Desktop,0,23,6,1,1,0,1,1,0,0,✅ Normal,2.251960010724119,0.30422784573575407,0,0,26.9230665680513,1,1,Medium
4647,Stephanie Ryan PhD,nhughes@example.org,968-819-9813,MIT,BS IT,3.88,2025-04-21 00:25:02,29.16.235.223,99,Desktop,5,0,0,0,1,1,1,0,0,1,⚠️ Suspicious,-1.6464167371433127,-1.538584734698823,0,0,25.515457341377,1,1,Medium
4648,Timothy Moran,michelleschwartz@example.net,001-662-744-2228x83911,Stanford,BSc CS,2.0,2025-05-18 06:25:04,50.100.58.59,54,Desktop,0,6,6,1,1,0,1,1,0,0,✅ Normal,2.126619667903895,-0.22671636101576706,0,0,26.9999865000068,1,1,Medium
4651,Hailey Santiago,brittany57@example.com,827-260-7274,NUST,BSc CS,3.91,2025-05-04 14:04:22,193.121.251.34,94,Desktop,5,14,6,1,1,1,1,1,0,0,✅ Normal,2.1025989973714423,-0.5567261347775454,0,0,24.040914567541,1,1,Medium
4658,Edward Russell,marisa89@example.net,537-620-7302,FAST,BS AI,2.03,2025-05-03 00:37:04,201.129.35.127,74,Mobile,1,0,5,1,1,0,1,1,0,0,✅ Normal,1.700574907780054,-0.9853180517670153,0,0,36.4531840132099,1,1,Medium
4660,Randall Robertson,lopezlisa@example.com,476.481.8743x61796,MIT,BS AI,3.97,2025-05-03 19:21:51,198.82.119.48,55,Desktop,5,19,5,1,1,1,1,1,0,0,✅ Normal,1.8762237729332494,0.9479590927630445,0,0,13.8539007924683,1,1,Medium
4663,John Bryant,peter13@example.com,245-673-6774,Stanford,BE SE,3.82,2025-05-17 01:13:40,87.217.172.177,94,Desktop,0,1,5,1,1,0,1,1,0,1,⚠️ Suspicious,1.5593447625648642,-3.030772789210942,0,0,24.6073234012242,1,1,Medium
4689,Emily Anderson,amandawhite@example.org,+1-588-639-9997x5218,Harvard,BS IT,2.12,2025-05-05 19:43:00,222.191.169.4,91,Mobile,0,19,0,0,1,0,1,2,0,0,✅ Normal,-1.38573362890776,0.014991148920052384,0,0,42.9245080544773,1,1,Medium
4727,Karen Hansen,sarah87@example.com,6424739090,FAST,BBA,2.22,2025-04-26 22:53:27,162.172.192.196,94,Desktop,0,22,5,1,1,0,1,1,0,1,⚠️ Suspicious,1.8857951634778924,-0.1619670387879276,0,0,42.3423232692238,1,1,Medium
4762,Thomas Sheppard,handerson@example.com,367-646-0883,Harvard,BS IT,3.04,2025-05-18 01:32:50,134.18.161.224,44,Desktop,0,1,6,1,1,0,1,1,0,1,⚠️ Suspicious,2.025344297347826,-1.0918193175693405,0,0,14.4736794494475,1,1,Medium
4769,Thomas Johnson,whitemelissa@example.org,001-698-990-7547x166,Stanford,BBA,2.58,2025-05-03 00:50:47,131.165.145.156,54,Mobile,5,0,5,1,1,1,1,1,0,0,✅ Normal,1.7523509909236878,0.38426247209863373,0,0,20.9302244456494,1,1,Medium
4802,Natalie Ryan,rebeccabell@example.net,9364326670,NUST,BS IT,2.02,2025-05-07 00:10:46,89.8.254.0,44,Desktop,5,0,2,0,1,1,1,0,0,1,⚠️ Suspicious,-0.7680504848579636,1.276380622741225,0,0,21.7821674345706,1,1,Medium
4807,Scott Howard,eric26@example.org,998-402-2043x054,FAST,BSc CS,3.95,2025-04-20 18:42:29,188.209.69.184,41,Desktop,5,18,6,1,1,1,1,1,0,1,⚠️ Suspicious,2.228460761640164,1.2476740746722588,0,0,10.3797442076597,1,1,Medium
4812,Thomas Kirk,lopezkenneth@example.com,+1-962-981-5139x730,Harvard,BS AI,3.85,2025-05-18 04:36:36,61.255.75.141,40,Mobile,5,4,6,1,1,1,1,1,0,1,⚠️ Suspicious,2.0822697181169265,0.18721486448415556,0,0,10.389607691011,1,1,Medium
4865,Denise Smith,bpage@example.org,001-896-238-6454x9691,Stanford,BBA,3.36,2025-05-11 00:26:56,73.16.175.29,41,Desktop,0,0,6,1,1,0,1,1,0,1,⚠️ Suspicious,1.9999744651894722,-1.3155918319977384,0,0,12.202377320721,1,1,Medium
4914,Jeremiah Watson,brownanthony@example.net,001-608-445-9078x30949,LUMS,BE SE,2.27,2025-05-17 20:20:42,78.139.222.166,41,Mobile,5,20,5,1,1,1,1,1,0,1,⚠️ Suspicious,2.011264894694373,2.627687177110688,0,0,18.0616660521295,1,1,Medium
4931,Phillip Ramirez,michael00@example.com,935.474.6594x4071,FAST,BS IT,2.26,2025-05-18 07:35:45,108.114.96.162,100,Mobile,0,7,6,1,1,0,1,1,0,1,⚠️ Suspicious,2.0488506296225037,-1.63057207418216,1,0,44.2477680319611,1,1,Medium
4978,Thomas Schwartz,scottjuarez@example.org,001-944-866-6945x961,LUMS,BE SE,2.32,2025-05-19 01:55:37,183.64.28.117,42,Mobile,5,1,0,0,1,1,1,0,0,1,⚠️ Suspicious,-1.451345139281962,1.260400216311121,0,0,18.103440472655,1,1,Medium
4986,Justin Burch MD,fcortez@example.com,001-662-248-8456x22190,FAST,BSc CS,3.65,2025-05-04 01:26:09,210.87.21.13,94,Desktop,5,1,6,1,1,1,1,1,0,1,⚠️ Suspicious,1.9753801271869045,-1.4497281113563953,0,0,25.7534176018034,1,1,Medium
5006,Troy Hoover,franklintheresa@example.org,(473)616-0524,MIT,BS AI,3.32,2025-05-10 21:14:08,6.193.153.178,44,Desktop,0,21,5,1,1,0,1,1,0,0,✅ Normal,1.8885012034073392,0.39494392472657885,0,0,13.2530080563229,1,1,Medium
5022,Ronald Larson,michael83@example.com,001-490-707-3687x448,Harvard,BE SE,2.06,2025-04-20 17:50:41,202.254.102.117,43,Mobile,5,17,6,1,1,1,1,1,0,1,⚠️ Suspicious,2.3274547900788995,2.4426788779692346,0,0,20.8737762748659,1,1,Medium
5040,Roger Bruce,kfuentes@example.org,(474)751-5318x979,NUST,BSc CS,2.02,2025-05-05 23:06:19,160.13.195.129,47,Desktop,4,23,0,0,1,1,1,0,0,0,✅ Normal,-1.212922343573496,2.8546471786687184,0,0,23.2673152142004,1,1,Medium
5050,Scott Reyes,clarketiffany@example.net,773.594.6932x05216,Harvard,BS AI,2.52,2025-05-17 23:17:16,104.175.64.51,88,Mobile,5,23,5,1,1,1,1,1,0,0,✅ Normal,1.9544706365998734,1.3681918837886835,0,0,34.9206210632456,1,1,Medium
5057,David Garcia,proctorcindy@example.com,777-320-0374,FAST,BBA,2.38,2025-04-26 23:10:32,205.27.153.18,60,Mobile,5,23,5,1,1,1,1,1,0,0,✅ Normal,2.0074006055247886,2.2602277287363877,0,0,25.2100734411456,1,1,Medium
5094,Nathan Perkins,nancy01@example.com,5143589350,Stanford,BS IT,2.07,2025-05-04 00:48:07,27.195.118.244,58,Mobile,5,0,6,1,1,1,1,1,0,1,⚠️ Suspicious,2.1162712999228845,0.6028610999125203,0,0,28.019310135599,1,1,Medium
5098,Linda Michael,jacob74@example.net,+1-668-951-7189x8052,MIT,BBA,2.79,2025-05-17 23:48:24,182.225.71.244,46,Desktop,5,23,5,1,1,1,1,1,0,0,✅ Normal,2.0051266604275675,2.36733141058858,0,0,16.4874492876526,1,1,Medium
5110,Denise Harris,sarah99@example.org,001-636-467-0416x320,NUST,BBA,3.9,2025-05-17 23:29:03,151.143.150.35,46,Mobile,3,23,5,1,1,1,1,1,0,1,⚠️ Suspicious,1.9122247543566229,0.987913013802383,0,0,11.7948687705465,1,1,Medium
5129,Elizabeth Price,oalvarez@example.com,001-541-226-7402x167,Harvard,BS AI,3.48,2025-05-03 00:08:59,21.91.125.226,100,Mobile,5,0,5,1,1,1,1,1,0,1,⚠️ Suspicious,1.6252798575604666,-1.5542927816593768,0,0,28.7356239265448,1,1,Medium
5155,Jeffery Rivera,latasha86@example.com,395-312-7004x36742,NUST,BE SE,2.08,2025-05-11 22:45:54,66.187.247.90,45,Desktop,5,22,6,1,1,1,1,1,0,1,⚠️ Suspicious,2.377992961991635,2.7859707507022757,0,0,21.634604983363,1,1,Medium
5172,Virginia Adams,eric12@example.org,(657)773-7867,FAST,BBA,3.87,2025-05-10 01:15:51,216.174.230.113,90,Desktop,0,1,5,1,1,0,1,1,0,1,⚠️ Suspicious,1.5627150928028752,-2.952764090499549,0,0,23.2558079442357,1,1,Medium
5187,Jamie Lambert,jeffery00@example.net,7448841249,Harvard,BE SE,2.5,2025-04-26 01:07:26,144.4.132.62,73,Mobile,0,1,5,1,1,0,1,1,0,0,✅ Normal,1.6717876547064867,-1.5038692339265867,0,0,29.1999883200047,1,1,Medium
5203,Stephanie Quinn,mahoneychristie@example.com,+1-593-407-2079x45208,LUMS,BS IT,2.01,2025-04-27 20:13:28,179.83.213.248,77,Desktop,0,20,6,1,1,0,1,1,0,0,✅ Normal,2.243197432683612,0.27407180935340375,0,0,38.3084386525181,1,1,Medium
5228,Yolanda Harrison,norrisallison@example.com,936.223.5940x262,Harvard,BS AI,3.82,2025-05-10 16:49:19,104.231.139.212,97,Desktop,0,16,5,1,1,0,1,1,0,1,⚠️ Suspicious,1.7193246210483875,-1.873548691851998,0,0,25.392663509774,1,1,Medium
5238,Joseph Hughes,kmason@example.net,218-312-5961,LUMS,BSc CS,2.14,2025-05-18 02:30:31,109.65.29.167,76,Mobile,5,2,6,1,1,1,1,1,0,0,✅ Normal,2.1054093913977994,0.20915868485465822,0,0,35.5140020962607,1,1,Medium
5239,Jasmine Hayes,nguyenkrista@example.com,001-951-966-1479x899,LUMS,BS AI,2.63,2025-04-27 00:49:23,219.96.120.223,47,Mobile,0,0,6,1,1,0,1,1,0,1,⚠️ Suspicious,2.0341356341274337,-0.9701281558831892,0,0,17.8707156385112,1,1,Medium
5243,Shannon Green,uchavez@example.com,211-964-8226,FAST,BS IT,2.02,2025-05-18 14:18:03,183.150.67.175,54,Desktop,5,14,6,1,1,1,1,1,0,0,✅ Normal,2.2793982198507834,1.9108713420984138,0,0,26.7326600333366,1,1,Medium
5264,William Perry,davidmiller@example.net,657-346-3014x6926,Stanford,BSc CS,2.38,2025-05-05 22:31:49,135.140.227.115,44,Desktop,5,22,0,0,1,1,1,0,0,0,✅ Normal,-1.2274655207963936,2.9004714185294858,0,0,18.4873871901735,1,1,Medium
5288,Natalie Horton,robertboyle@example.net,358-376-7603x114,LUMS,BBA,2.53,2025-05-11 15:42:04,16.170.37.13,98,Mobile,0,15,6,1,1,0,1,1,0,0,✅ Normal,2.123735144796827,-1.1020441103752043,0,0,38.7351625552717,1,1,Medium
5300,Emily Watts,upowers@example.org,636-743-1731,LUMS,BS AI,2.04,2025-05-19 14:37:44,218.246.95.6,99,Mobile,0,14,0,0,1,0,1,2,0,0,✅ Normal,-1.4485893564600618,-0.5692171073423243,0,0,48.5293879757902,1,1,Medium
5306,Christopher Lowe,piercesteven@example.org,722.350.6745x0739,Harvard,BS IT,2.8,2025-05-11 00:30:19,114.95.236.154,77,Desktop,0,0,6,1,1,0,1,1,0,0,✅ Normal,1.9762274977381333,-1.9400022735911555,0,0,27.4999901785749,1,1,Medium
5333,Timothy Dalton MD,daniel65@example.org,646.342.3615,Stanford,BSc CS,3.79,2025-04-26 19:46:13,194.49.158.110,43,Mobile,0,19,5,1,1,0,1,1,0,1,⚠️ Suspicious,1.8399849490590896,-0.07420930904690093,0,0,11.3456434444213,1,1,Medium
5337,Sandra Bryant,wisemichael@example.com,924-426-5518,LUMS,BBA,2.05,2025-05-03 16:46:10,211.143.170.55,47,Desktop,0,16,5,1,1,0,1,1,0,0,✅ Normal,1.9048490329723364,0.792600888475589,0,0,22.926818084479,1,1,Medium
5396,Kristina Gallagher,rebeccadeleon@example.net,786-427-4955x38961,Stanford,BS AI,3.87,2025-05-11 04:19:18,199.220.43.243,83,Desktop,5,4,6,1,1,1,1,1,0,0,✅ Normal,2.0126595988301403,-1.0450134157186979,0,0,21.4470228819062,1,1,Medium
5412,Krystal Warren DVM,dianapratt@example.org,971.783.6685x2303,Stanford,BE SE,2.05,2025-05-03 20:08:39,83.134.170.7,99,Desktop,3,20,5,1,1,1,1,1,0,1,⚠️ Suspicious,1.905716225971447,0.544315806459493,0,0,48.2926593694345,1,1,Medium
5433,Elizabeth Kemp,danielmiller@example.net,577.967.8840x02175,MIT,BBA,2.06,2025-04-20 19:43:51,171.154.98.81,40,Desktop,4,19,6,1,1,1,1,1,0,1,⚠️ Suspicious,2.340973245568347,2.3954512422358505,0,0,19.4174663022008,1,1,Medium
5436,Joshua Knapp,oliviarosario@example.com,611-564-3382,Harvard,BS AI,3.92,2025-05-10 17:00:06,33.213.72.115,95,Mobile,0,17,5,1,1,0,1,1,0,1,⚠️ Suspicious,1.7275028507592847,-1.8046858061640312,0,0,24.2346876952327,1,1,Medium
5451,Maria Harris,foliver@example.net,(861)748-0658,MIT,BSc CS,3.08,2025-05-10 23:04:51,197.59.128.120,100,Mobile,2,23,5,1,1,0,1,1,0,1,⚠️ Suspicious,1.8621852820492002,-0.2606636829546163,0,0,32.4675219261292,1,1,Medium
5453,Jason Gardner,ogilbert@example.org,+1-451-385-2711x5314,Harvard,BSc CS,2.14,2025-05-04 00:25:09,139.62.190.191,51,Desktop,3,0,6,1,1,1,1,1,0,0,✅ Normal,2.096774019848745,0.15605335566485012,0,0,23.831764564596,1,1,Medium
5464,Gregory Smith,ryan81@example.com,001-340-372-5066,LUMS,BSc CS,2.01,2025-04-30 23:24:00,34.46.150.37,95,Mobile,5,23,2,0,1,1,1,0,0,0,✅ Normal,-0.5959713447962738,1.7434293395678786,0,0,47.2636580777821,1,1,Medium
5468,Heather Mckay,robertmarshall@example.org,001-734-943-6293x67222,MIT,BSc CS,2.36,2025-04-26 22:02:10,195.25.94.90,46,Mobile,0,22,5,1,1,0,1,1,0,1,⚠️ Suspicious,1.9537806004953828,1.0989301596778944,0,0,19.4915171646114,1,1,Medium
5473,Breanna Abbott,michaelbarr@example.com,(439)246-2830x691,MIT,BE SE,2.64,2025-05-04 01:39:01,124.199.41.32,93,Mobile,5,1,6,1,1,1,1,1,0,1,⚠️ Suspicious,2.0374426169855133,-0.7082679970209482,0,0,35.2272593836139,1,1,Medium
5491,Kevin Jones,onealbryan@example.com,804-526-3374x8727,MIT,BS AI,2.82,2025-05-11 01:57:26,52.183.138.1,52,Desktop,0,1,6,1,1,0,1,1,0,0,✅ Normal,2.0257883692617233,-1.1631081548367137,0,0,18.4397097731526,1,1,Medium
5493,Beverly Lewis,david72@example.org,+1-462-499-7789x88091,Harvard,BBA,3.19,2025-05-17 00:25:01,150.113.154.205,45,Mobile,5,0,5,1,1,1,1,1,0,1,⚠️ Suspicious,1.7301475309260048,0.20851155522161235,0,0,14.1065786499753,1,1,Medium
5504,Steven Owens,richardjoshua@example.org,416.271.9743x149,NUST,BSc CS,3.65,2025-05-17 17:48:27,205.239.67.121,43,Mobile,0,17,5,1,1,0,1,1,0,0,✅ Normal,1.8264000921761452,-0.14098709505772405,0,0,11.7808186901867,1,1,Medium
5524,Michael Johnson,jamieduffy@example.net,507.750.9382,MIT,BSc CS,3.87,2025-05-03 22:25:14,197.204.100.244,97,Desktop,0,22,5,1,1,0,1,1,0,1,⚠️ Suspicious,1.7822321165661406,-1.411968940006998,0,0,25.0645930065651,1,1,Medium
5560,Thomas Martinez,westvanessa@example.org,551-333-0214,NUST,BBA,2.25,2025-05-04 07:59:24,104.96.206.217,40,Desktop,0,7,6,1,1,0,1,1,0,1,⚠️ Suspicious,2.144908888328826,0.07617262080638212,0,0,17.7777698765467,1,1,Medium
5582,Brandon Ali,alyssacarter@example.com,814-244-5783x223,NUST,BS IT,2.09,2025-04-28 23:50:02,154.206.217.9,49,Desktop,4,23,0,0,1,1,1,0,0,0,✅ Normal,-1.2202954218345208,2.748566052523317,0,0,23.4449648588685,1,1,Medium
5605,Amanda Hall,fnguyen@example.com,568-580-2553x5977,LUMS,BS AI,2.09,2025-05-17 04:47:16,66.246.221.62,44,Desktop,0,4,5,1,1,0,1,1,0,1,⚠️ Suspicious,1.7754248306989495,-0.14442440298028233,0,0,21.0526215059227,1,1,Medium
5665,Kevin Mendoza,flowersedward@example.com,+1-916-376-1885x67297,MIT,BS IT,2.08,2025-04-27 23:48:58,206.102.41.238,62,Mobile,0,23,6,1,1,0,1,1,0,1,⚠️ Suspicious,2.295821788548059,0.8980094706281874,0,0,29.8076779770779,1,1,Medium
5721,Jennifer Jackson,tjones@example.com,6597190858,FAST,BSc CS,3.81,2025-05-10 02:58:36,190.169.105.169,52,Desktop,1,2,5,1,1,0,1,1,0,0,✅ Normal,1.6509702500367245,-1.4532797946113698,1,0,13.6482903810261,1,1,Medium
5737,David Perez,jessica69@example.net,001-347-603-9066,MIT,BS IT,3.39,2025-05-04 02:47:49,147.168.32.166,95,Desktop,0,2,6,1,1,0,1,1,0,0,✅ Normal,1.9342317488567307,-2.7008617826558163,0,0,28.0235905535131,1,1,Medium
5739,Emily Waters,pamelacole@example.net,956.948.9448,FAST,BSc CS,3.6,2025-05-12 22:44:36,116.254.228.34,99,Desktop,5,22,0,0,1,1,1,0,0,0,✅ Normal,-1.3880148701838082,0.48102074044402965,0,0,27.4999923611132,1,1,Medium
